Age,Gender,Ayear,scl_med_t,free_time,frnd_prsnl,scl_sprt_v_prsnl,scl_spc_cnt_ppl,scl_md_lmt,scl_md_mt_frn,pref_talk,Othr_pst,Oth_lkd_wshd,scl_md_jn,I_or_E,scl_md_C19,scl_md_1,scl_md_2,scl_md_3,scl_md_4,scl_md_5,scl_md_6,scl_md_ol,lnl_1,lnl_2,lnl_3,lnl_4,lnl_5,lnl_6,lnl_7,lnl_8,lnl_9,lnl_10,lnl_11,lnl_12,lnl_13,lnl_14,lnl_15,lnl_16,lnl_17,lnl_18,lnl_19,lnl_20,lnl_ol,compuls
19,1,1,4,1,4,5,3,3,2,2,1,1,4,0,1,4,3,4,2,3,3,19,4,2,2,3,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,45,6.5
20,1,1,1,3,1,1,1,1,4,2,1,2,3,1,1,1,1,1,1,1,1,6,3,2,1,4,4,4,1,1,1,4,1,3,3,1,4,4,3,1,4,4,31,1.5
21,1,3,2,1,3,3,2,2,1,2,1,1,1,1,1,3,3,4,4,3,4,21,3,2,1,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,4,3,44,3
21,1,2,1,3,1,1,2,1,1,2,1,2,4,0,2,1,2,3,3,1,1,11,1,3,2,2,1,3,1,3,1,3,2,2,1,2,1,2,3,2,2,1,54,1.5
19,1,2,1,2,4,4,2,4,2,1,2,1,3,1,1,2,1,2,1,2,3,11,3,2,1,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,3,3,46,0
22,1,4,2,2,3,3,2,2,1,2,1,0,4,1,1,2,3,2,3,1,1,12,4,1,1,4,4,4,1,1,4,4,1,2,2,1,3,4,1,1,4,4,23,3
20,0,3,1,3,1,1,4,1,2,2,1,0,3,0,1,3,2,1,1,2,1,10,4,2,2,4,4,4,2,2,1,3,3,3,4,3,4,4,3,3,4,4,41,1.5
21,1,3,4,1,1,4,4,3,3,1,3,0,4,0,2,1,4,1,3,2,2,13,2,3,1,4,3,1,1,3,1,4,3,3,4,2,3,3,3,1,4,4,45,6.5
19,1,2,4,3,4,2,3,4,3,2,1,0,3,0,1,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,6
21,0,3,2,4,4,4,3,3,2,2,1,2,3,0,1,3,2,4,2,1,2,14,1,3,3,1,3,3,4,2,3,3,2,3,4,2,1,3,1,3,1,3,55,2.5
20,1,3,1,2,1,1,2,1,3,2,1,2,1,0,0,2,1,1,1,1,1,7,4,1,1,1,4,3,1,1,3,3,1,2,1,1,4,3,2,2,4,4,30,1.5
23,1,3,3,2,1,4,2,4,1,1,2,1,3,1,1,4,4,1,3,2,5,19,4,4,4,3,4,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,49,4
22,1,5,1,4,1,1,1,1,2,2,1,1,4,0,1,1,1,2,1,1,1,7,1,4,4,1,1,1,4,4,1,1,4,4,4,4,1,1,4,4,1,1,80,1.5
24,1,2,2,1,2,2,2,3,2,1,2,1,2,0,1,2,2,2,1,2,2,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,51,2.5
21,1,3,1,2,2,3,3,3,2,2,2,2,3,0,1,3,3,2,2,3,3,16,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,49,0.5
17,1,1,3,1,4,3,3,1,3,1,3,1,4,1,1,2,3,1,4,1,3,14,2,2,2,3,4,2,1,4,2,1,4,1,2,2,1,2,1,3,1,2,52,5.5
21,1,5,1,4,1,2,1,2,2,2,1,1,4,1,1,3,2,3,3,2,3,16,1,2,3,2,2,4,3,3,4,2,3,3,4,3,3,2,3,4,3,2,56,1
17,0,5,3,1,4,5,4,4,2,1,3,1,4,0,1,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,4
21,1,2,3,4,1,1,1,1,1,2,3,1,4,0,1,4,4,4,5,3,3,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,5.5
21,1,3,1,1,2,1,3,2,3,2,3,1,4,1,1,1,1,5,1,2,3,13,4,2,3,2,3,2,4,1,4,2,1,2,4,3,4,1,2,4,1,1,52,1
20,1,3,2,3,2,1,1,1,1,2,1,0,3,1,1,3,3,3,3,3,3,18,3,2,3,3,2,3,2,3,3,2,3,4,3,3,2,2,3,2,3,2,53,3.5
18,0,1,4,3,2,3,3,4,3,1,3,1,4,0,1,4,5,5,5,5,5,29,3,3,4,2,3,1,4,3,3,3,3,2,4,2,3,4,3,3,2,3,54,6
22,0,3,1,4,1,1,2,1,2,2,2,1,2,0,0,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,1.5
21,0,3,2,2,3,2,2,2,1,2,3,1,1,0,1,3,2,1,2,1,4,13,2,2,3,1,2,2,1,3,3,3,1,2,1,2,2,3,2,2,3,3,45,3
21,0,3,4,3,2,4,2,4,2,2,1,0,3,1,1,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,6
26,0,5,3,1,1,3,1,2,2,2,3,1,1,0,1,2,1,3,3,1,3,13,2,1,1,3,4,4,1,2,3,3,1,3,2,2,1,2,2,1,2,2,40,5
21,0,3,1,4,2,1,2,2,1,2,1,0,1,1,2,1,1,1,1,1,1,6,4,2,1,4,4,3,1,1,4,4,1,1,1,1,4,4,1,3,4,4,24,1
20,0,2,1,3,1,1,1,1,1,2,1,0,3,1,0,1,1,1,1,1,1,6,1,1,1,4,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,44,1.5
20,0,3,2,4,2,2,3,2,2,1,3,2,1,0,1,4,3,3,4,3,3,20,3,2,3,4,2,2,4,4,2,3,2,4,3,2,2,3,2,4,3,3,53,3
19,1,3,3,1,4,3,2,2,2,1,1,1,1,0,2,1,5,5,5,5,5,26,4,4,4,1,1,1,3,1,3,4,3,4,4,3,3,2,4,3,4,4,56,5
21,1,3,2,3,2,3,3,2,2,1,2,2,1,0,1,2,3,3,3,3,4,18,3,1,2,3,4,2,3,3,3,3,3,2,3,3,3,4,3,3,3,3,45,3
20,0,3,1,4,4,2,2,1,2,2,2,2,1,0,1,2,1,3,1,1,3,11,3,3,4,1,2,1,4,3,3,2,3,1,2,1,1,3,3,3,3,1,57,1.5
20,0,3,2,4,2,2,2,2,2,2,1,2,1,0,2,2,2,4,3,1,2,14,1,3,3,3,1,1,4,4,1,3,2,1,4,3,2,3,2,3,3,3,58,3
20,1,1,2,4,2,3,2,1,1,2,2,1,3,0,1,2,2,3,3,4,2,16,3,2,2,4,4,3,2,2,3,3,2,2,2,1,3,3,2,2,3,3,37,3.5
20,1,3,5,4,4,5,2,4,2,1,1,1,3,0,1,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,51,8
